open,low,high,close,change,changepercent,date miladi,date shamsi
"551,330","544,250","558,530","553,880",2510,0.46%,05/02/2024,1402/11/16
"561,290","549,760","561,570","551,370",12410,2.25%,04/02/2024,1402/11/15
"580,090","563,750","580,090","563,780",12716,2.26%,03/02/2024,1402/11/14
"580,400","566,234","584,869","576,496",7534,1.31%,01/02/2024,1402/11/12
"582,390","579,270","584,600","584,030",1140,0.20%,31/01/2024,1402/11/11
"588,990","571,410","591,100","582,890",100,0.02%,30/01/2024,1402/11/10
"562,550","562,550","583,600","582,990",24360,4.36%,29/01/2024,1402/11/09
"560,470","555,810","560,590","558,630",4370,0.78%,28/01/2024,1402/11/08
"553,520","553,290","571,330","563,000",6410,1.15%,27/01/2024,1402/11/07
"549,070","548,750","556,600","556,590",7670,1.40%,24/01/2024,1402/11/04
"541,350","540,760","549,100","548,920",8410,1.56%,23/01/2024,1402/11/03
"539,050","536,250","542,100","540,510",1430,0.27%,22/01/2024,1402/11/02
"541,030","537,750","542,600","539,080",3150,0.58%,21/01/2024,1402/11/01
"539,030","536,470","542,600","542,230",1940,0.36%,20/01/2024,1402/10/30
"538,550","535,250","543,600","540,290",3780,0.70%,18/01/2024,1402/10/28
"530,030","529,760","537,100","536,510",7470,1.41%,17/01/2024,1402/10/27
"526,040","525,950","529,600","529,040",4410,0.84%,16/01/2024,1402/10/26
"521,910","521,810","525,100","524,630",3770,0.72%,15/01/2024,1402/10/25
"524,170","519,770","531,530","520,860",3820,0.73%,14/01/2024,1402/10/24
"517,110","517,110","525,970","524,680",8660,1.68%,13/01/2024,1402/10/23
"520,960","515,650","521,680","516,020",3760,0.73%,11/01/2024,1402/10/21
"516,480","516,450","520,200","519,780",4940,0.96%,10/01/2024,1402/10/20
"509,670","509,670","515,700","514,840",5350,1.05%,09/01/2024,1402/10/19
"509,560","507,870","510,100","509,490",270,0.05%,08/01/2024,1402/10/18
"509,890","505,350","510,100","509,760",20,-,07/01/2024,1402/10/17
"511,940","508,850","513,020","509,740",4430,0.87%,06/01/2024,1402/10/16
"511,290","510,850","515,080","514,170",5880,1.16%,04/01/2024,1402/10/14
"506,280","505,960","509,000","508,290",1860,0.37%,03/01/2024,1402/10/13
"505,280","504,750","506,500","506,430",450,0.09%,02/01/2024,1402/10/12
"506,160","504,450","506,680","505,980",350,0.07%,01/01/2024,1402/10/11
"505,020","504,650","505,690","505,630",530,0.10%,31/12/2023,1402/10/10
"505,490","504,950","507,670","506,160",2970,0.59%,30/12/2023,1402/10/09
"501,510","501,510","503,680","503,190",260,0.05%,28/12/2023,1402/10/07
"500,960","500,750","503,680","503,450",2410,0.48%,27/12/2023,1402/10/06
"500,960","500,950","503,180","501,040",150,0.03%,26/12/2023,1402/10/05
"500,890","500,890","500,890","500,890",200,0.04%,25/12/2023,1402/10/04
"502,450","500,450","503,400","500,690",2320,0.46%,24/12/2023,1402/10/03
"503,090","502,450","504,490","503,010",2250,0.45%,23/12/2023,1402/10/02
"498,390","498,160","501,680","500,760",48,0.01%,21/12/2023,1402/09/30
"500,205","493,602","507,872","500,712",152,0.03%,20/12/2023,1402/09/29
"502,420","500,450","510,620","500,560",1820,0.36%,19/12/2023,1402/09/28
"503,470","501,950","504,200","502,380",2290,0.46%,18/12/2023,1402/09/27
"504,960","504,060","505,500","504,670",-,-,16/12/2023,1402/09/25
"504,380","503,980","505,200","504,670",210,0.04%,14/12/2023,1402/09/23
"503,980","503,450","504,700","504,460",180,0.04%,13/12/2023,1402/09/22
"506,160","504,450","506,400","504,640",1530,0.30%,12/12/2023,1402/09/21
"505,190","504,850","506,200","506,170",820,0.16%,11/12/2023,1402/09/20
"505,410","504,150","506,200","505,350",40,0.01%,10/12/2023,1402/09/19
"504,550","504,150","506,500","505,310",140,0.03%,09/12/2023,1402/09/18
"505,170","504,460","505,900","505,170",930,0.18%,07/12/2023,1402/09/16
"506,310","503,050","506,310","504,240",770,0.15%,06/12/2023,1402/09/15
"505,990","504,010","506,010","505,010",1500,0.30%,05/12/2023,1402/09/14
"505,750","505,100","506,510","506,510",600,0.12%,04/12/2023,1402/09/13
"504,750","504,300","506,910","505,910",1080,0.21%,03/12/2023,1402/09/12
"504,820","503,300","506,010","504,830",2120,0.42%,02/12/2023,1402/09/11
"507,470","506,800","508,510","506,950",60,0.01%,30/11/2023,1402/09/09
"504,160","501,500","509,510","507,010",778,0.15%,29/11/2023,1402/09/08
"504,570","498,918","513,420","506,232",1992,0.40%,28/11/2023,1402/09/07
"504,880","501,860","505,600","504,240",1730,0.34%,27/11/2023,1402/09/06
"504,010","502,000","505,510","502,510",1770,0.35%,26/11/2023,1402/09/05
"504,010","502,100","506,010","504,280",540,0.11%,25/11/2023,1402/09/04
"502,320","501,300","504,010","503,740",1550,0.31%,23/11/2023,1402/09/02
"504,470","501,510","504,510","502,190",200,0.04%,22/11/2023,1402/09/01
"502,510","501,300","506,510","501,990",2020,0.40%,21/11/2023,1402/08/30
"501,900","501,510","504,510","504,010",970,0.19%,20/11/2023,1402/08/29
"506,650","502,850","507,400","503,040",3360,0.67%,19/11/2023,1402/08/28
"508,520","505,550","508,600","506,400",3030,0.60%,18/11/2023,1402/08/27
"510,380","508,850","510,600","509,430",360,0.07%,16/11/2023,1402/08/25
"511,550","508,850","511,600","509,070",2440,0.48%,15/11/2023,1402/08/24
"510,550","509,850","512,400","511,510",290,0.06%,14/11/2023,1402/08/23
"513,740","510,850","513,900","511,800",1570,0.31%,13/11/2023,1402/08/22
"514,980","512,550","515,100","513,370",120,0.02%,12/11/2023,1402/08/21
"514,580","512,850","515,600","513,250",280,0.05%,11/11/2023,1402/08/20
"514,020","513,350","514,600","513,530",3010,0.59%,09/11/2023,1402/08/18
"511,790","509,850","514,600","510,520",1670,0.33%,08/11/2023,1402/08/17
"513,590","511,850","513,600","512,190",1330,0.26%,07/11/2023,1402/08/16
"514,540","512,190","514,600","513,520",1160,0.23%,06/11/2023,1402/08/15
"514,570","512,350","516,100","512,360",960,0.19%,05/11/2023,1402/08/14
"517,600","510,350","517,600","511,400",9950,1.95%,04/11/2023,1402/08/13
"518,510","518,130","521,600","521,350",4490,0.87%,02/11/2023,1402/08/11
"514,980","513,650","518,100","516,860",480,0.09%,01/11/2023,1402/08/10
"516,820","515,440","518,090","516,380",1780,0.35%,31/10/2023,1402/08/09
"511,940","510,650","514,600","514,600",1210,0.24%,30/10/2023,1402/08/08
"519,360","513,350","519,600","513,390",8100,1.58%,29/10/2023,1402/08/07
"519,870","518,850","522,600","521,490",5400,1.05%,28/10/2023,1402/08/06
"512,080","511,360","516,600","516,090",4230,0.83%,26/10/2023,1402/08/04
"509,090","508,850","512,100","511,860",4320,0.85%,25/10/2023,1402/08/03
"511,510","505,850","511,600","507,540",1380,0.27%,24/10/2023,1402/08/02
"507,850","506,150","507,900","506,160",202,0.04%,23/10/2023,1402/08/01
"503,140","494,033","515,982","506,362",18,-,22/10/2023,1402/07/30
"501,470","499,850","506,600","506,380",2425,0.48%,21/10/2023,1402/07/29
"513,595","504,836","523,969","508,805",3725,0.73%,19/10/2023,1402/07/27
"514,080","512,150","514,100","512,530",830,0.16%,18/10/2023,1402/07/26
"514,030","512,350","515,100","513,360",3440,0.67%,17/10/2023,1402/07/25
"503,490","503,350","510,600","509,920",6940,1.38%,16/10/2023,1402/07/24
"506,460","502,850","506,600","502,980",4540,0.90%,15/10/2023,1402/07/23
"508,530","507,000","508,640","507,520",4180,0.82%,14/10/2023,1402/07/22
"511,700","511,700","511,700","511,700",3830,0.75%,12/10/2023,1402/07/20
"516,910","513,800","517,100","515,530",2200,0.43%,11/10/2023,1402/07/19
"519,100","517,300","519,600","517,730",2840,0.55%,10/10/2023,1402/07/18
"530,600","520,300","531,600","520,570",6960,1.34%,09/10/2023,1402/07/17
"530,070","526,830","536,600","527,530",3130,0.60%,08/10/2023,1402/07/16
"513,590","513,360","524,600","524,400",25430,5.10%,07/10/2023,1402/07/15
"498,970","498,910","498,970","498,970",40,0.01%,05/10/2023,1402/07/13
"496,710","496,700","499,100","499,010",2770,0.56%,04/10/2023,1402/07/12
"495,900","495,600","496,800","496,240",260,0.05%,02/10/2023,1402/07/10
"496,970","495,600","497,500","496,500",960,0.19%,01/10/2023,1402/07/09
"495,130","495,100","497,100","495,540",160,0.03%,30/09/2023,1402/07/08
"495,380","495,380","495,380","495,380",2000,0.40%,28/09/2023,1402/07/06
"492,910","492,800","497,900","497,380",2900,0.59%,27/09/2023,1402/07/05
"494,560","494,320","494,560","494,480",540,0.11%,26/09/2023,1402/07/04
"495,020","495,020","495,020","495,020",1440,0.29%,25/09/2023,1402/07/03
"493,580","493,580","493,580","493,580",350,0.07%,23/09/2023,1402/07/01
"493,930","493,930","493,930","493,930",-,-,21/09/2023,1402/06/30
"494,180","491,150","494,430","493,930",2780,0.57%,20/09/2023,1402/06/29
"493,800","490,300","496,450","491,150",5300,1.08%,19/09/2023,1402/06/28
"496,620","494,210","496,790","496,450",1120,0.23%,18/09/2023,1402/06/27
"495,800","493,710","496,270","495,330",3980,0.80%,17/09/2023,1402/06/26
"499,310","499,310","499,310","499,310",-,-,13/09/2023,1402/06/22
"499,900","497,000","500,490","499,310",2310,0.46%,12/09/2023,1402/06/21
"497,150","494,160","497,300","497,000",1250,0.25%,11/09/2023,1402/06/20
"497,110","495,750","498,470","495,750",900,0.18%,10/09/2023,1402/06/19
"497,245","496,230","497,840","496,650",740,0.15%,09/09/2023,1402/06/18
"495,910","495,910","495,910","495,910",130,0.03%,07/09/2023,1402/06/16
"496,040","496,040","496,040","496,040",-,-,05/09/2023,1402/06/14
"496,865","495,930","497,690","496,040",360,0.07%,04/09/2023,1402/06/13
"497,205","495,400","498,010","496,400",260,0.05%,03/09/2023,1402/06/12
"497,575","494,250","498,490","496,660",6460,1.32%,02/09/2023,1402/06/11
"490,200","490,200","490,200","490,200",-,-,31/08/2023,1402/06/09
"490,605","489,300","491,010","490,200",810,0.17%,30/08/2023,1402/06/08
"491,865","490,630","492,720","491,010",250,0.05%,29/08/2023,1402/06/07
"491,255","489,910","491,750","490,760",630,0.13%,28/08/2023,1402/06/06
"490,875","489,430","491,620","490,130",1490,0.30%,27/08/2023,1402/06/05
"492,065","488,720","492,510","491,620",50,0.01%,26/08/2023,1402/06/04
"491,670","491,670","491,670","491,670",-,-,24/08/2023,1402/06/02
"491,695","489,330","491,720","491,670",1440,0.29%,23/08/2023,1402/06/01
"491,540","490,230","492,850","490,230",2500,0.51%,22/08/2023,1402/05/31
"493,075","486,950","493,420","492,730",5780,1.19%,21/08/2023,1402/05/30
"487,480","486,270","488,010","486,950",970,0.20%,20/08/2023,1402/05/29
"488,960","487,210","490,000","487,920",660,0.14%,19/08/2023,1402/05/28
"488,580","488,580","488,580","488,580",-,-,17/08/2023,1402/05/26
"489,025","487,390","489,470","488,580",860,0.18%,16/08/2023,1402/05/25
"491,945","489,070","494,450","489,440",3040,0.62%,15/08/2023,1402/05/24
"492,965","490,980","493,450","492,480",480,0.10%,14/08/2023,1402/05/23
"493,455","491,370","493,950","492,960",1540,0.31%,13/08/2023,1402/05/22
"492,205","485,410","492,990","491,420",5310,1.08%,12/08/2023,1402/05/21
"496,730","496,590","496,730","496,730",140,0.03%,10/08/2023,1402/05/19
"496,660","495,420","496,730","496,590",1170,0.24%,09/08/2023,1402/05/18
"495,945","493,250","496,470","495,420",1920,0.39%,08/08/2023,1402/05/17
"494,970","492,700","496,440","493,500",2940,0.60%,07/08/2023,1402/05/16
"496,915","495,750","497,390","496,440",120,0.02%,06/08/2023,1402/05/15
"496,905","494,510","497,490","496,320",2350,0.47%,05/08/2023,1402/05/14
"500,370","491,630","505,420","498,670",1420,0.28%,03/08/2023,1402/05/12
"497,470","489,210","503,440","500,090",610,0.12%,02/08/2023,1402/05/11
"500,700","500,700","500,700","500,700",-,-,01/08/2023,1402/05/10
"501,845","493,660","502,990","500,700",7040,1.43%,31/07/2023,1402/05/09
"493,660","487,410","493,660","493,660",5690,1.17%,30/07/2023,1402/05/08
"489,700","487,550","491,430","487,970",1020,0.21%,29/07/2023,1402/05/07
"489,995","488,990","491,000","488,990",1260,0.26%,26/07/2023,1402/05/04
"490,925","488,370","491,600","490,250",1880,0.38%,25/07/2023,1402/05/03
"488,620","483,900","488,870","488,370",2230,0.46%,24/07/2023,1402/05/02
"486,270","480,160","486,400","486,140",2780,0.58%,23/07/2023,1402/05/01
"484,585","481,660","485,810","483,360",3010,0.62%,22/07/2023,1402/04/31
"486,370","486,370","486,370","486,370",-,-,20/07/2023,1402/04/29
"486,620","482,680","486,870","486,370",1670,0.34%,19/07/2023,1402/04/28
"486,435","484,600","488,170","484,700",3470,0.72%,18/07/2023,1402/04/27
"489,415","484,870","490,660","488,170",10,-,17/07/2023,1402/04/26
"488,250","483,700","488,320","488,180",4480,0.93%,16/07/2023,1402/04/25
"486,045","483,270","488,390","483,700",8910,1.84%,15/07/2023,1402/04/24
"492,610","492,610","492,610","492,610",-,-,13/07/2023,1402/04/22
"492,755","491,660","492,900","492,610",180,0.04%,12/07/2023,1402/04/21
"492,900","489,620","493,370","492,430",970,0.20%,11/07/2023,1402/04/20
"494,875","490,400","498,290","491,460",6830,1.39%,10/07/2023,1402/04/19
"498,980","496,610","499,670","498,290",1340,0.27%,09/07/2023,1402/04/18
"499,765","495,620","499,900","499,630",3500,0.70%,08/07/2023,1402/04/17
"503,130","503,130","503,130","503,130",-,-,06/07/2023,1402/04/15
"503,130","500,950","503,130","503,130",30,0.01%,05/07/2023,1402/04/14
"501,040","500,360","503,300","503,100",260,0.05%,04/07/2023,1402/04/13
"503,090","499,300","503,100","502,840",150,0.03%,03/07/2023,1402/04/12
"503,810","502,300","504,100","502,990",3060,0.61%,02/07/2023,1402/04/11
"501,010","499,300","501,600","499,930",7130,1.45%,01/07/2023,1402/04/10
"493,040","492,800","493,100","492,800",450,0.09%,28/06/2023,1402/04/07
"492,960","490,800","493,100","492,350",570,0.12%,27/06/2023,1402/04/06
"499,300","492,800","499,600","492,920",5050,1.02%,26/06/2023,1402/04/05
"499,530","495,800","500,100","497,970",1540,0.31%,25/06/2023,1402/04/04
"505,820","499,300","506,600","499,510",2380,0.48%,24/06/2023,1402/04/03
"497,130","497,130","497,130","497,130",180,0.04%,22/06/2023,1402/04/01
"495,840","494,300","497,600","497,310",11430,2.35%,21/06/2023,1402/03/31
"486,770","485,800","489,100","485,880",3860,0.79%,20/06/2023,1402/03/30
"486,320","485,450","490,600","489,740",2930,0.60%,19/06/2023,1402/03/29
"489,740","485,500","489,950","486,810",5470,1.12%,18/06/2023,1402/03/28
"495,890","491,970","496,100","492,280",4180,0.86%,17/06/2023,1402/03/27
"488,100","488,010","488,100","488,100",80,0.02%,15/06/2023,1402/03/25
"486,340","486,300","488,600","488,020",560,0.11%,14/06/2023,1402/03/24
"493,320","484,800","499,100","488,580",10520,2.15%,13/06/2023,1402/03/23
"484,440","484,300","500,100","499,100",17130,3.55%,12/06/2023,1402/03/22
"473,540","470,800","483,100","481,970",11880,2.53%,11/06/2023,1402/03/21
"490,530","468,800","492,100","470,090",20750,4.41%,10/06/2023,1402/03/20
"490,840","490,840","490,840","490,840",2060,0.42%,08/06/2023,1402/03/18
"498,540","491,300","498,600","492,900",3450,0.70%,07/06/2023,1402/03/17
"508,560","496,110","508,590","496,350",12900,2.60%,06/06/2023,1402/03/16
"512,090","505,800","512,100","509,250",1640,0.32%,03/06/2023,1402/03/13
"510,890","510,890","510,890","510,890",2440,0.48%,01/06/2023,1402/03/11
"513,110","511,300","513,600","513,330",3750,0.74%,31/05/2023,1402/03/10
"509,400","508,300","511,600","509,580",3840,0.75%,30/05/2023,1402/03/09
"514,030","512,800","515,600","513,420",4930,0.96%,29/05/2023,1402/03/08
"513,050","512,110","519,100","518,350",3180,0.62%,28/05/2023,1402/03/07
"519,680","515,100","519,890","515,170",850,0.17%,27/05/2023,1402/03/06
"514,320","514,320","514,320","514,320",1870,0.36%,25/05/2023,1402/03/04
"514,470","514,300","516,600","516,190",1150,0.22%,24/05/2023,1402/03/03
"522,610","514,820","523,100","515,040",7470,1.45%,23/05/2023,1402/03/02
"524,990","521,300","525,600","522,510",800,0.15%,22/05/2023,1402/03/01
"522,480","522,300","526,100","523,310",4780,0.92%,21/05/2023,1402/02/31
"515,390","515,310","522,600","518,530",7550,1.48%,20/05/2023,1402/02/30
"510,980","510,980","510,980","510,980",1110,0.22%,18/05/2023,1402/02/28
"512,860","510,500","513,100","512,090",2930,0.57%,17/05/2023,1402/02/27
"515,090","514,800","515,100","515,020",6040,1.17%,15/05/2023,1402/02/25
"515,570","514,300","521,600","521,060",7250,1.41%,14/05/2023,1402/02/24
"524,520","513,800","525,590","513,810",16550,3.22%,13/05/2023,1402/02/23
"530,360","530,360","530,360","530,360",50,0.01%,11/05/2023,1402/02/21
"530,320","528,800","532,100","530,410",900,0.17%,10/05/2023,1402/02/20
"531,910","525,300","533,100","529,510",2210,0.42%,09/05/2023,1402/02/19
"531,950","531,300","536,100","531,720",4150,0.78%,08/05/2023,1402/02/18
"527,590","527,300","536,100","535,870",8350,1.58%,07/05/2023,1402/02/17
"531,950","526,300","532,100","527,520",9320,1.77%,06/05/2023,1402/02/16
"536,935","536,840","537,030","536,840",4960,0.92%,04/05/2023,1402/02/14
"544,560","541,120","545,100","541,800",1600,0.30%,03/05/2023,1402/02/13
"539,820","538,800","542,600","540,200",6250,1.16%,02/05/2023,1402/02/12
"554,600","545,800","554,600","546,450",10900,1.99%,01/05/2023,1402/02/11
"552,010","551,800","558,600","557,350",8260,1.50%,30/04/2023,1402/02/10
"541,900","541,800","549,100","549,090",16260,3.05%,29/04/2023,1402/02/09
"532,960","532,830","533,090","532,830",2220,0.42%,27/04/2023,1402/02/07
"526,520","526,400","535,600","535,050",17240,3.33%,26/04/2023,1402/02/06
"518,530","516,800","518,600","517,810",51,0.01%,25/04/2023,1402/02/05
"518,092","514,031","524,464","517,759",1690,0.33%,24/04/2023,1402/02/04
"516,714","512,198","521,881","516,069",2189,0.43%,20/04/2023,1402/01/31
"516,910","513,800","517,100","513,880",3200,0.62%,19/04/2023,1402/01/30
"518,430","516,800","519,600","517,080",490,0.09%,18/04/2023,1402/01/29
"514,400","510,800","517,600","517,570",3020,0.59%,17/04/2023,1402/01/28
"512,370","512,300","519,100","514,550",1960,0.38%,16/04/2023,1402/01/27
"505,960","503,800","514,600","512,590",2571,0.50%,15/04/2023,1402/01/26
"510,541","505,275","515,493","510,019",521,0.10%,13/04/2023,1402/01/24
"511,990","508,800","513,600","510,540",1660,0.33%,11/04/2023,1402/01/22
"509,810","506,820","514,600","508,880",4280,0.85%,10/04/2023,1402/01/21
"503,310","496,800","506,600","504,600",1520,0.30%,09/04/2023,1402/01/20
"509,820","502,800","511,600","503,080",7403,1.47%,08/04/2023,1402/01/19
"510,803","500,834","513,561","510,483",2493,0.49%,06/04/2023,1402/01/17
"503,570","499,810","508,100","507,990",3090,0.61%,05/04/2023,1402/01/16
"510,820","508,440","516,100","511,080",-,-,04/04/2023,1402/01/15
"517,870","498,800","518,100","511,080",35575,6.96%,03/04/2023,1402/01/14
"543,247","532,762","549,606","546,655",2385,0.44%,30/03/2023,1402/01/10
"511,850","511,600","550,600","549,040",37290,7.29%,29/03/2023,1402/01/09
"511,750","511,600","511,900","511,750",150,0.03%,28/03/2023,1402/01/08
"511,880","511,600","511,900","511,900",980,0.19%,27/03/2023,1402/01/07
"515,380","509,800","516,100","510,920",3010,0.59%,26/03/2023,1402/01/06
"510,040","506,300","510,600","507,910",26896,5.59%,25/03/2023,1402/01/05
